"","word","sentiment","score"
"4391","иностранное вмешательство","negative",-1
"4392","иностранный агент","negative",-1
"4393","иностранный разведчик","negative",-1
"4394","инспирирование","negative",-1
"4395","инспирировать","negative",-1
"4397","инстинкт","positive",1
"4399","инсульт","negative",-1
"4400","инсультный","negative",-1
"4401","инсургент","negative",-1
"4402","интегральность","positive",1
"4404","интегральный","positive",1
"4405","интеллектуал","positive",1
"4406","интеллектуалка","positive",1
"4407","интеллигент","positive",1
"4408","интеллигентка","positive",1
"4409","интеллигентность","positive",1
"4410","интеллигентный","positive",1
"4411","интеллигентский","positive",1
"4413","интенсивность","positive",1
"4415","интенсивный","positive",1
"4416","интервент","negative",-1
"4417","интервентский","negative",-1
"4418","интервенция","negative",-1
"4421","интерес","positive",1
"4422","интерес","positive",1
"4423","интереснейший","positive",1
"4424","интересненький","positive",1
"4425","интересность","positive",1
"4426","интересный","positive",1
"4428","интересоваться","positive",1
"4429","интоксикация","negative",-1
"4430","интрига","negative",-1
"4432","интриган","negative",-1
"4433","интриганка","negative",-1
"4434","интриганский","negative",-1
"4435","интриганство","negative",-1
"4436","интриговать","negative",-1
"4437","интриговать","positive",1
"4438","интуитивный","positive",1
"4439","интуиция","positive",1
"4440","инфантилизм","negative",-1
"4441","инфантильность","negative",-1
"4442","инфантильный","negative",-1
"4443","инфаркт","negative",-1
"4444","инфарктник","negative",-1
"4445","инфарктный","negative",-1
"4446","инфекционный","negative",-1
"4447","инфекция","negative",-1
"4448","инфицирование","negative",-1
"4449","инфицировать","negative",-1
"4450","инфлюэнца","negative",-1
"4451","инфляционный","negative",-1
"4452","инфляция","negative",-1
"4454","инцест","negative",-1
"4455","инцидент","negative",-1
"4456","ирод","negative",-1
"4457","иррациональность","negative",-1
"4459","иррациональный","negative",-1
"4461","иск","negative",-1
"4462","искажать","negative",-1
"4463","искажать","negative",-1
"4464","искажаться","negative",-1
"4465","искажение","negative",-1
"4466","искажение","negative",-1
"4467","искажение","negative",-1
"4468","исказить","negative",-1
"4469","исказить","negative",-1
"4470","исказиться","negative",-1
"4471","искалечить","negative",-1
"4472","искать логику","negative",-1
"4473","искать правду","positive",1
"4475","исключительность","positive",1
"4477","исключительный","positive",1
"4478","исковеркать","negative",-1
"4479","искорежить","negative",-1
"4480","искреннее участие","positive",1
"4481","искренний","positive",1
"4482","искренность","positive",1
"4483","искусать","negative",-1
"4484","искусник","positive",1
"4485","искусница","positive",1
"4486","искусность","positive",1
"4487","искусный","positive",1
"4488","искусственность","negative",-1
"4490","искусственный","negative",-1
"4492","искусство","positive",1
"4493","искусство","positive",1
"4494","искусывать","negative",-1
"4495","искушать судьбу","negative",-1
"4496","исламизация","negative",-1
"4497","исламизировать","negative",-1
"4498","исламизм","negative",-1
"4499","исламист","negative",-1
"4500","исламистка","negative",-1
"4501","исламистский","negative",-1
"4502","исламофобия","negative",-1
"4503","испачкать","negative",-1
"4504","испачкаться","negative",-1
"4505","испоганить","negative",-1
"4507","исполнимость","positive",1
"4508","исполнимый","positive",1
"4511","исполнительность","positive",1
"4516","исполнительный","positive",1
"4517","испортить","negative",-1
"4518","испортиться","negative",-1
"4519","исправить","positive",1
"4520","исправить","positive",1
"4521","исправиться","positive",1
"4522","исправление","positive",1
"4523","исправление","positive",1
"4524","исправление","positive",1
"4525","исправлять","positive",1
"4526","исправлять","positive",1
"4527","исправляться","positive",1
"4528","исправность","positive",1
"4529","исправный","positive",1
"4530","испражнение","negative",-1
"4531","испражниться","negative",-1
"4532","испражняться","negative",-1
"4533","испуг","negative",-1
"4534","испугаться","negative",-1
"4535","испытание","negative",-1
"4537","испытания в жизни","negative",-1
"4538","испытать судьбу","negative",-1
"4539","испытывать комплекс","negative",-1
"4540","испытывать судьбу","negative",-1
"4541","испытывать торжество","positive",1
"4542","иссохнуть","negative",-1
"4543","исстрадаться","negative",-1
"4544","иссушать","negative",-1
"4545","иссушивание","negative",-1
"4546","иссушивать","negative",-1
"4547","иссушить","negative",-1
"4548","иссыхать","negative",-1
"4549","истачиваться","negative",-1
"4550","истереть","negative",-1
"4551","истереться","negative",-1
"4552","истерить","negative",-1
"4553","истеричка","negative",-1
"4556","истинность","positive",1
"4558","истинный","positive",1
"4559","истирание","negative",-1
"4560","истирать","negative",-1
"4561","истираться","negative",-1
"4564","истомиться","negative",-1
"4565","историческая значимость","positive",1
"4566","истосковаться","negative",-1
"4567","истощать","negative",-1
"4568","истощение","negative",-1
"4569","истощить","negative",-1
"4570","истрепать нервы","negative",-1
"4572","истязание","negative",-1
"4573","истязатель","negative",-1
"4574","истязательница","negative",-1
"4575","истязательский","negative",-1
"4576","истязать","negative",-1
"4577","исхудалость","negative",-1
"4578","исхудалый","negative",-1
"4579","исхудание","negative",-1
"4580","исхудать","negative",-1
"4581","исцеление","positive",1
"4582","исцеление","positive",1
"4583","исцелиться","positive",1
"4584","исцеляться","positive",1
"4585","исчахнуть","negative",-1
"4586","иуда","negative",-1
"4587","ишемический","negative",-1
"4588","ишемия","negative",-1
"4589","к черту","negative",-1
"4590","кабала","negative",-1
"4592","кабальность","negative",-1
"4593","кабальный","negative",-1
"4594","кавардак","negative",-1
"4595","каверзность","negative",-1
"4596","каверзный","negative",-1
"4597","казаться лишним","negative",-1
"4598","каземат","negative",-1
"4599","казенность","negative",-1
"4600","казенный","negative",-1
"4602","казенщина","negative",-1
"4603","казнить","negative",-1
"4604","казнокрад","negative",-1
"4605","казнокрадка","negative",-1
"4606","казнокрадство","negative",-1
"4607","казнь","negative",-1
"4608","казус","negative",-1
"4610","кайф","negative",-1
"4611","кайф","positive",1
"4612","кайфовать","positive",1
"4613","кайфовый","positive",1
"4614","как бочка","negative",-1
"4615","как в воду кануть","negative",-1
"4616","как вам не стыдно","negative",-1
"4617","как карточный домик","negative",-1
"4618","как корова языком слизнула","negative",-1
"4619","как кость в горле","negative",-1
"4620","как мертвому припарка","negative",-1
"4621","как нельзя лучше","positive",1
"4622","как ни в чем не бывало","negative",-1
"4623","как ни стараться","negative",-1
"4624","как сквозь землю провалиться","negative",-1
"4625","как скелет","negative",-1
"4626","как сонная муха","negative",-1
"4627","как сонная муха","negative",-1
"4628","какать","negative",-1
"4629","какого черта","negative",-1
"4630","калечить","negative",-1
"4631","камбэк","positive",1
"4632","каменное лицо","negative",-1
"4633","каменность","negative",-1
"4634","каменный","negative",-1
"4636","камень на душе","negative",-1
"4637","камень на сердце","negative",-1
"4638","камень преткновения","negative",-1
"4639","камень преткновения","negative",-1
"4640","камнепад","negative",-1
"4641","кандидат на вылет","negative",-1
"4642","канителиться","negative",-1
"4643","канитель","negative",-1
"4644","канительное дело","negative",-1
"4645","канительщик","negative",-1
"4646","канительщица","negative",-1
"4647","канительщицкий","negative",-1
"4648","каннибал","negative",-1
"4649","каннибализм","negative",-1
"4650","каннибальский","negative",-1
"4651","каннибальство","negative",-1
"4652","кануть","negative",-1
"4653","канцелярская крыса","negative",-1
"4654","канцелярщина","negative",-1
"4655","канцер","negative",-1
"4656","канцерный","negative",-1
"4657","канцероген","negative",-1
"4658","канцерогенность","negative",-1
"4659","канцерогенный","negative",-1
"4660","канючить","negative",-1
"4661","капееец","negative",-1
"4662","капеец","negative",-1
"4663","капец","negative",-1
"4664","капитальность","positive",1
"4665","капитальный","positive",1
"4666","капкан","negative",-1
"4668","каприз","negative",-1
"4669","каприз","negative",-1
"4670","капризничать","negative",-1
"4671","капризность","negative",-1
"4672","капризный","negative",-1
"4673","капуша","negative",-1
"4674","кара","negative",-1
"4675","кардиобольной","negative",-1
"4676","кариес","negative",-1
"4677","карикатура","negative",-1
"4679","карикатурность","negative",-1
"4680","карикатурный","negative",-1
"4682","кариозный","negative",-1
"4683","карманник","negative",-1
"4684","карманница","negative",-1
"4685","картинность","negative",-1
"4686","картинный","negative",-1
"4688","катавасия","negative",-1
"4689","катаклизм","negative",-1
"4690","каталажка","negative",-1
"4691","катар","negative",-1
"4693","катаральный","negative",-1
"4694","катастрофа","negative",-1
"4695","катастрофически","negative",-1
"4696","катастрофический","negative",-1
"4697","катастрофичность","negative",-1
"4698","катастрофичный","negative",-1
"4700","категоричность","negative",-1
"4701","категоричный","negative",-1
"4702","катить бочку","negative",-1
"4703","катиться под откос","negative",-1
"4704","каторжный труд","negative",-1
"4707","качественность","positive",1
"4710","качественный","positive",1
"4711","качество жизни выросло","positive",1
"4712","качество жизни повысилось","positive",1
"4713","качество жизни повышается","positive",1
"4714","качество жизни растет","positive",1
"4715","кашель","negative",-1
"4716","кашлять","negative",-1
"4717","каюк","negative",-1
"4718","квасить","negative",-1
"4720","кибератака","negative",-1
"4721","кибер-атака","negative",-1
"4722","кибернетическая атака","negative",-1
"4723","киберпреступление","negative",-1
"4724","киберпреступник","negative",-1
"4725","киберпреступность","negative",-1
"4726","киберсквоттер","negative",-1
"4727","киберсквоттинг","negative",-1
"4728","кибертерроризм","negative",-1
"4729","киберугроза","negative",-1
"4730","кибершпионаж","negative",-1
"4731","кидалово","negative",-1
"4732","кидануть","negative",-1
"4733","киллджой","negative",-1
"4734","киллер","negative",-1
"4735","киллерский","negative",-1
"4736","киллерство","negative",-1
"4737","киллерша","negative",-1
"4738","кисловатый","negative",-1
"4739","кислость","negative",-1
"4740","кислый","negative",-1
"4741","кислый","negative",-1
"4744","киснуть","negative",-1
"4745","киснуть","negative",-1
"4746","кисонька","positive",1
"4747","кичиться","negative",-1
"4748","кичливость","negative",-1
"4749","кичливый","negative",-1
"4750","клас","positive",1
"4751","класный","positive",1
"4752","классик","positive",1
"4753","классненький","positive",1
"4755","классный","positive",1
"4756","классуха","negative",-1
"4757","класть под сукно","negative",-1
"4758","клаустрофобия","negative",-1
"4759","клевета","negative",-1
"4760","клеветать","negative",-1
"4761","клеветник","negative",-1
"4762","клеветница","negative",-1
"4763","клеветнический","negative",-1
"4764","клевый","positive",1
"4765","клеймить","negative",-1
"4767","клеймо на репутации","negative",-1
"4768","клеймо позора","negative",-1
"4769","клеймо","negative",-1
"4772","клеиться","positive",1
"4773","клептократия","negative",-1
"4774","клептоман","negative",-1
"4775","клептомания","negative",-1
"4776","клептоманка","negative",-1
"4777","клещ","negative",-1
"4778","клещевой","negative",-1
"4779","клинический случай","negative",-1
"4780","клоп","negative",-1
"4781","клоп","positive",1
"4782","клоун","negative",-1
"4784","клубок проблем","negative",-1
"4785","клянчить","negative",-1
"4786","клясть","negative",-1
"4787","клясть","negative",-1
"4788","кобениться","negative",-1
"4789","коварный","positive",1
"4790","коварство","positive",1
"4791","коверканье","negative",-1
"4792","коверкать","negative",-1
"4793","ковыряться","negative",-1
"4795","кожа да кости","negative",-1
"4796","кожа и кости","negative",-1
"4797","кожное раздражение","negative",-1
"4798","козни","negative",-1
"4799","козырной","positive",1
"4800","козырной","positive",1
"4801","козырь","positive",1
"4802","козырь","positive",1
"4803","кокать","negative",-1
"4804","кокнуть","negative",-1
"4805","коктейль молотова","negative",-1
"4806","колбасить","negative",-1
"4807","колдовать","negative",-1
"4808","колдовской","negative",-1
"4809","колдовство","negative",-1
"4812","колейность","negative",-1
"4813","коленопреклоненный","negative",-1
"4815","колика","negative",-1
"4816","колит","negative",-1
"4817","колитный","negative",-1
"4818","колкий","negative",-1
"4819","колкий","negative",-1
"4821","колкость","negative",-1
"4822","колкость","negative",-1
"4823","колкость","negative",-1
"4825","коллаборационизм","negative",-1
"4826","коллаборационист","negative",-1
"4827","коллаборационистский","negative",-1
"4828","коллапс","negative",-1
"4830","коллизионный","negative",-1
"4831","коллизия","negative",-1
"4832","колониализм","negative",-1
"4833","колонизатор","negative",-1
"4834","колонизаторский","negative",-1
"4835","колонизация","negative",-1
"4837","колорадский жук","negative",-1
"4839","колорит","positive",1
"4841","колоритность","positive",1
"4843","колоритный","positive",1
"4846","колоть","negative",-1
"4847","колоть","negative",-1
"4848","колоть","negative",-1
"4849","колоть","negative",-1
"4851","колотье","negative",-1
"4852","колоться","negative",-1
"4854","кольнуть","negative",-1
"4855","кольнуть","negative",-1
"4856","кольнуть","negative",-1
"4857","колючесть","negative",-1
"4858","колючий","negative",-1
"4859","ком в горле","negative",-1
"4860","ком к горлу","negative",-1
"4861","кома","negative",-1
"4862","комар носа не подточит","positive",1
"4863","коматозный","negative",-1
"4865","комик","positive",1
"4866","комик","positive",1
"4871","комический","positive",1
"4874","комковатость","negative",-1
"4875","комковатый","negative",-1
"4876","коммуникабельность","positive",1
"4877","коммуникабельный","positive",1
"4878","коммуникативность","positive",1
"4879","комок в горле","negative",-1
"4880","комок к горлу","negative",-1
"4881","компанейский","positive",1
"4883","компетентность","positive",1
"4886","компетентный","positive",1
"4888","компетенция","positive",1
"4889","комплексовать","negative",-1
"4890","комплимент","positive",1
"4892","комплиментарность","positive",1
"4894","комплиментарный","positive",1
"4895","компромат","negative",-1
"4896","компроматный","negative",-1
"4897","компрометация","negative",-1
"4898","компрометирование","negative",-1
"4899","компрометировать","negative",-1
"4900","компромисс","positive",1
"4901","компромиссность","positive",1
"4902","компромиссный","positive",1
"4903","комфорт","positive",1
"4904","комфортабельность","positive",1
"4905","комфортабельный","positive",1
"4906","комфортность","positive",1
"4907","комфортный","positive",1
"4908","конвульсивный","negative",-1
"4909","конвульсия","negative",-1
"4912","конкурент","negative",-1
"4913","конкурентка","negative",-1
"4914","конокрад","negative",-1
"4915","консолидация","positive",1
"4916","конституционный переворот","negative",-1
"4918","конструктив","positive",1
"4919","конструктивность","positive",1
"4921","конструктивный","positive",1
"4923","контактность","positive",1
"4927","контактный","positive",1
"4928","контаминант","negative",-1
"4929","контрабанда","negative",-1
"4930","контрабандист","negative",-1
"4931","контрабандистка","negative",-1
"4932","контрабандистский","negative",-1
"4933","контрабандный","negative",-1
"4934","контрафакт","negative",-1
"4935","контрафактный","negative",-1
"4936","контрафакция","negative",-1
"4937","контрзаговор","negative",-1
"4938","контролировать качество","positive",1
"4939","контроль за качеством","positive",1
"4940","контроль качества","positive",1
"4941","контрпродуктивность","negative",-1
"4942","контрпродуктивный","negative",-1
"4943","контрреволюционный","negative",-1
"4944","контрреволюция","negative",-1
"4945","контузить","negative",-1
"4946","контузия","negative",-1
"4947","конфетка","positive",1
"4948","конфискационный","negative",-1
"4949","конфискация","negative",-1
"4950","конфисковать","negative",-1
"4951","конфисковывать","negative",-1
"4952","конфликт","negative",-1
"4953","конфликтность","negative",-1
"4954","конфликтный","negative",-1
"4955","конфликтовать","negative",-1
"4956","конфликтующий","negative",-1
"4957","конформист","negative",-1
"4958","конформистка","negative",-1
"4959","конфронтационность","negative",-1
"4960","конфронтационный","negative",-1
"4961","конфронтация","negative",-1
"4962","конфронтировать","negative",-1
"4963","конфуз","negative",-1
"4964","конфузиться","negative",-1
"4965","конфузный","negative",-1
"4966","концентрация усилий","positive",1
"4967","концентрировать усилия","positive",1
"4968","концлагерь","negative",-1
"4969","конченный","negative",-1
"4970","конченый","negative",-1
"4971","кончина","negative",-1
"4972","конъюнктурщик","negative",-1
"4973","конъюнктурщица","negative",-1
"4974","координация действий","positive",1
"4975","координация работы","positive",1
"4976","координировать действия","positive",1
"4977","координировать работу","positive",1
"4978","копание","negative",-1
"4979","копание","negative",-1
"4982","копаться","negative",-1
"4983","копаться","negative",-1
"4985","копеечная плата","negative",-1
"4986","копеечный","negative",-1
"4987","копеечный","negative",-1
"4988","копеечный","negative",-1
"4990","копун","negative",-1
"4991","копунья","negative",-1
"4992","копуша","negative",-1
"4993","коревой","negative",-1
"4994","корежить","negative",-1
"4995","кореш","positive",1
"4996","корить","negative",-1
"4997","корифей","positive",1
"4998","корнать","negative",-1
"4999","коробить","negative",-1
"5000","корова","negative",-1
"5004","коронный","positive",1
"5005","короткое замыкание","negative",-1
"5006","коротнуть","negative",-1
"5007","корректность","positive",1
"5008","корректный","positive",1
"5009","корродирование","negative",-1
"5010","корродировать","negative",-1
"5011","корродироваться","negative",-1
"5012","коррозийный","negative",-1
"5013","коррозионный","negative",-1
"5014","коррозировать","negative",-1
"5015","коррозия души","negative",-1
"5016","коррозия","negative",-1
"5017","коррумпирование","negative",-1
"5018","коррумпированность","negative",-1
"5019","коррумпированный","negative",-1
"5020","коррумпировать","negative",-1
"5021","коррумпироваться","negative",-1
"5022","коррупционер","negative",-1
"5023","коррупционерский","negative",-1
"5024","коррупционность","negative",-1
"5025","коррупционный","negative",-1
"5026","коррупция","negative",-1
"5027","корча","negative",-1
"5028","корыстный","negative",-1
"5029","корыстолюбец","negative",-1
"5030","корыстолюбивый","negative",-1
"5031","корыстолюбие","negative",-1
"5032","корысть","negative",-1
"5033","корь","negative",-1
"5034","корявость","negative",-1
"5035","корявый","negative",-1
"5036","коситься","negative",-1
"5037","коситься","negative",-1
"5040","космическая цена","negative",-1
"5041","космополит","negative",-1
"5042","космополитизм","negative",-1
"5043","космополитический","negative",-1
"5044","космополитичный","negative",-1
"5045","космополитка","negative",-1
"5046","косо глядеть","negative",-1
"5047","косо смотреть","negative",-1
"5048","костенеть","negative",-1
"5049","костерить","negative",-1
"5050","костить","negative",-1
"5051","костлявость","negative",-1
"5052","костлявый","negative",-1
"5053","костный перелом","negative",-1
"5054","косяк","negative",-1
"5059","косячить","negative",-1
"5060","котел окружения","negative",-1
"5061","котеночек","positive",1
"5063","котироваться","positive",1
"5064","кочевряжиться","negative",-1
"5065","коченеть","negative",-1
"5066","кошечка","positive",1
"5067","кошмар","negative",-1
"5068","кошмар","negative",-1
"5069","кошмарный","negative",-1
"5070","кошмарный","negative",-1
"5071","кошмарный","negative",-1
"5072","кощунственный","negative",-1
"5073","кощунство","negative",-1
"5074","кощунствовать","negative",-1
"5075","кража","negative",-1
"5076","крайность","negative",-1
"5077","крайняя степень","negative",-1
"5078","крамола","negative",-1
"5079","крамольный","negative",-1
"5080","краса","positive",1
"5081","красава","positive",1
"5082","красавец","positive",1
"5083","красавица","positive",1
"5084","красавчик","positive",1
"5085","красивейший","positive",1
"5086","красивость","negative",-1
"5087","красивый","positive",1
"5089","красить","positive",1
"5090","красная карточка","negative",-1
"5091","краснеть от стыда","negative",-1
"5092","краснобайство","negative",-1
"5093","красного петуха пустить","negative",-1
"5094","красноречивость","positive",1
"5095","красноречивый","positive",1
"5096","красноречие","positive",1
"5097","краснуха","negative",-1
"5098","красота","positive",1
"5099","красотища","positive",1
"5100","красотка","positive",1
"5102","красочность","positive",1
"5105","красочный","positive",1
"5106","красть","negative",-1
"5107","крах","negative",-1
"5110","крепкий","positive",1
"5111","крепкий","positive",1
"5112","крепкий","positive",1
"5113","крепкий","positive",1
"5114","крепко сбитый","positive",1
"5115","крепко скроенный","positive",1
"5116","крепкого сложения","positive",1
"5117","крепкоголовость","negative",-1
"5118","крепкоголовый","negative",-1
"5119","крепкое телосложение","positive",1
"5120","крепколобость","negative",-1
"5121","крепколобый","negative",-1
"5122","крепнуть","positive",1
"5125","крепость","positive",1
"5126","крепость","positive",1
"5127","крепость","positive",1
"5128","крепость","positive",1
"5129","кретин","negative",-1
"5130","кретинка","negative",-1
"5131","кривить душой","negative",-1
"5132","кривить лицо","negative",-1
"5133","кривить нос","negative",-1
"5134","кривить рот","negative",-1
"5135","кривить сердцем","negative",-1
"5136","кривить совестью","negative",-1
"5137","кривляка","negative",-1
"5138","кривлянье","negative",-1
"5139","кривляться","negative",-1
"5141","криворукий","negative",-1
"5142","кривотолки","negative",-1
"5143","кризис","negative",-1
"5144","кризис","negative",-1
"5146","кризисность","negative",-1
"5147","кризисный","negative",-1
"5148","крикун","negative",-1
"5149","крикунья","negative",-1
"5150","криминал","negative",-1
"5151","криминализация","negative",-1
"5152","криминалитет","negative",-1
"5153","криминальный","negative",-1
"5154","криминогенность","negative",-1
"5155","криминогенный","negative",-1
"5156","кристальность","positive",1
"5157","кристальный","positive",1
"5158","критика","negative",-1
"5160","критикан","negative",-1
"5161","критиканка","negative",-1
"5162","критиканский","negative",-1
"5163","критиканство","negative",-1
"5164","критиканствовать","negative",-1
"5165","критиковать","negative",-1
"5168","критический","negative",-1
"5171","критичность","negative",-1
"5173","критичный","negative",-1
"5174","кричать во все горло","negative",-1
"5175","кровавый","negative",-1
"5176","кровища","negative",-1
"5177","кровожадность","negative",-1
"5178","кровожадный","negative",-1
"5179","кровоизлияние","negative",-1
"5180","кровопивец","negative",-1
"5181","кровопийца","negative",-1
"5182","кровоподтек","negative",-1
"5183","кровопотеря","negative",-1
"5184","кровопролитие","negative",-1
"5185","кровопролитнейший","negative",-1
"5186","кровопролитный","negative",-1
"5187","кровосмесительный","negative",-1
"5188","кровосмесительство","negative",-1
"5189","кровосмешение","negative",-1
"5190","кровосос","negative",-1
"5191","кровотечение","negative",-1
"5192","кровоточить","negative",-1
"5193","кровь в моче","negative",-1
"5194","кровь невинных","negative",-1
"5195","крокодиловы слезы","negative",-1
"5196","крокодильи слезы","negative",-1
"5197","кромешный","negative",-1
"5198","кропотливость","positive",1
"5199","кропотливый","positive",1
"5200","кроткий","positive",1
"5201","кротость","positive",1
"5202","крохобор","negative",-1
"5203","крохоборка","negative",-1
"5204","круговая порука","negative",-1
"5205","кружится голова","negative",-1
"5208","крутой","negative",-1
"5211","крутой","positive",1
"5212","крутость","negative",-1
"5214","круть","positive",1
"5215","кручина","negative",-1
"5216","крушение","negative",-1
"5217","крушение","negative",-1
"5218","крушение","negative",-1
"5219","крушить","negative",-1
"5220","крыса","negative",-1
"5221","крыса","negative",-1
"5222","крыть матом","negative",-1
"5223","крыть матом","negative",-1
"5224","крыть","negative",-1
"5226","крыша едет","negative",-1
"5227","крыша поехала","negative",-1
"5228","крючкотвор","negative",-1
"5229","крючкотворка","negative",-1
"5230","крючкотворский","negative",-1
"5231","крючкотворство","negative",-1
"5232","ксенофоб","negative",-1
"5233","ксенофобия","negative",-1
"5234","ксенофобка","negative",-1
"5235","ксенофобский","negative",-1
"5236","кудесник","positive",1
"5237","кудеснический","positive",1
"5238","кукла в чужих руках","negative",-1
"5239","кукла","negative",-1
"5242","кулуарность","negative",-1
"5243","кулуарный","negative",-1
"5244","культ личности","negative",-1
"5246","культ","positive",1
"5248","культовый","positive",1
"5249","культурная основа","positive",1
"5250","культурная традиция","positive",1
"5251","кумир","positive",1
"5252","кумовство","negative",-1
"5253","кунак","positive",1
"5254","кунацкий","positive",1
"5255","кураж","positive",1
"5256","куражиться","negative",-1
"5257","курение","negative",-1
"5258","куролесить","negative",-1
"5259","кусать локти","negative",-1
"5260","кусать себе локти","negative",-1
"5261","кустарный","negative",-1
"5263","кутузка","negative",-1
"5264","куча лишнего","negative",-1
"5265","куча нового","positive",1
"5266","лабуда","negative",-1
"5267","лавина","negative",-1
"5269","лавиноопасный","negative",-1
"5270","лагать","negative",-1
"5271","ладиться","positive",1
"5272","ладненько","positive",1
"5273","лазейка","negative",-1
"5275","лайк","positive",1
"5276","лайкать","positive",1
"5277","лайкнуть","positive",1
"5278","лакей","negative",-1
"5280","лакомка","positive",1
"5281","лакомство","positive",1
"5282","лакомый кусок","negative",-1
"5283","лакомый кусочек","negative",-1
"5284","лакомый","positive",1
"5285","лаконизм","positive",1
"5286","лаконичность","positive",1
"5287","лаконичный","positive",1
"5288","ламентация","negative",-1
"5289","лапать","negative",-1
"5290","лапочка","positive",1
"5291","лапушка","positive",1
"5292","лапша на уши","negative",-1
"5293","лапша","negative",-1
"5295","ласковость","positive",1
"5296","ласковый","positive",1
"5297","латание дыр","negative",-1
"5298","латать дыры","negative",-1
"5301","лгать","negative",-1
"5302","лгун","negative",-1
"5303","лгунишка","negative",-1
"5304","лгунья","negative",-1
"5305","лебезить","negative",-1
"5306","левый алкоголь","negative",-1
"5307","легализация доходов","negative",-1
"5308","легализация проституток","negative",-1
"5309","легализация проституции","negative",-1
"5310","легальность","positive",1
"5311","легальный","positive",1
"5312","легендарность","positive",1
"5314","легендарный","positive",1
"5315","легитимность","positive",1
"5316","легитимный","positive",1
"5317","легкая атмосфера","positive",1
"5318","легкий в общении","positive",1
"5319","легкий для восприятия","positive",1
"5320","легкий по характеру","positive",1
"5321","легкий","negative",-1
"5324","легкий","positive",1
"5325","легкий","positive",1
"5326","легко дышать","positive",1
"5327","легко дышаться","positive",1
"5328","легко на душе","positive",1
"5329","легковесность","negative",-1
"5331","легковесный","negative",-1
"5333","легковыполняемый","positive",1
"5334","легкое настроение","positive",1
"5335","легкомысленность","negative",-1
"5336","легкомысленный","negative",-1
"5337","легкомыслие","negative",-1
"5338","легкость","negative",-1
"5341","легкость","positive",1
"5342","легонький","positive",1
"5343","легчать","positive",1
"5344","леденеть","negative",-1
"5345","леденеть","negative",-1
"5347","леденить","negative",-1
"5349","леденящий","negative",-1
"5350","ледяной","negative",-1
"5351","ледяной","negative",-1
"5354","лежебока","negative",-1
"5355","лезть в петлю","negative",-1
"5356","лезть не в свое дело","negative",-1
"5357","лезть","negative",-1
"5360","лейкемия","negative",-1
"5361","лейкоз","negative",-1
"5362","лейкозный","negative",-1
"5363","лелеять","positive",1
"5364","ленивец","negative",-1
"5366","ленивость","negative",-1
"5367","ленивый","negative",-1
"5368","лениться","negative",-1
"5369","леность","negative",-1
"5370","лентяй","negative",-1
"5371","лентяйка","negative",-1
"5372","лентяйничать","negative",-1
"5373","лентяйствовать","negative",-1
"5374","лень","negative",-1
"5376","лепта","positive",1
"5377","лепта","positive",1
"5378","лестный","positive",1
"5379","лесть","negative",-1
"5380","летальный","negative",-1
"5381","летаргический","negative",-1
"5382","летаргия","negative",-1
"5383","лечение","negative",-1
"5384","лжебанкрот","negative",-1
"5385","лженаука","negative",-1
"5386","лженаучный","negative",-1
"5387","лжепредпринимательство","negative",-1
"5388","лжец","negative",-1
"5389","лживость","negative",-1
"5390","лживый","negative",-1
"5393","лидер","positive",1
"5394","лидер","positive",1
"5395","лизоблюд","negative",-1
"5396","лизоблюдка","negative",-1
"5397","лизоблюдничать","negative",-1
"5398","лизоблюдство","negative",-1
"5399","ликвидация","negative",-1
"5400","ликование","positive",1
"5401","ликовать","positive",1
"5402","липа","negative",-1
"5405","липовый","negative",-1
"5408","лирик в душе","positive",1
"5410","лирик","positive",1
"5411","лить воду на мельницу","negative",-1
"5412","лить как из ведра","negative",-1
"5413","лихач","negative",-1
"5414","лихаческий","negative",-1
"5415","лихачество","negative",-1
"5416","лихачить","negative",-1
"5417","лихачка","negative",-1
"5418","лихорадить","negative",-1
"5419","лихорадка","negative",-1
"5420","лихорадка","negative",-1
"5421","лихорадка","negative",-1
"5422","лихорадка","negative",-1
"5423","лихорадочность","negative",-1
"5424","лихорадочность","negative",-1
"5425","лихорадочный","negative",-1
"5426","лихорадочный","negative",-1
"5427","лихорадочный","negative",-1
"5428","лихорадочный","negative",-1
"5429","лицемер","negative",-1
"5430","лицемерие","negative",-1
"5431","лицемерить","negative",-1
"5432","лицемерка","negative",-1
"5433","лицемерность","negative",-1
"5434","лицемерный","negative",-1
"5435","лицемерский","negative",-1
"5436","лицеприятность","negative",-1
"5437","лицеприятный","negative",-1
"5438","лицо без определенного места жительства","negative",-1
"5439","личико","positive",1
"5440","лишаться сил","negative",-1
"5441","лишение","negative",-1
"5442","лишенный смысла","negative",-1
"5443","лишить права","negative",-1
"5444","лишиться дара речи","negative",-1
"5445","лишиться жизни","negative",-1
"5446","лишиться здоровья","negative",-1
"5447","лишиться сил","negative",-1
"5448","лишний вес","negative",-1
"5451","лишний","negative",-1
"5452","лишний","negative",-1
"5454","лишь марионетка","negative",-1
"5455","лишь с натяжкой","negative",-1
"5456","лоботряс","negative",-1
"5457","лоботряска","negative",-1
"5458","лоботрясничать","negative",-1
"5459","ловелас","negative",-1
"5460","ловкач","positive",1
"5461","ловкаческий","negative",-1
"5462","ловкачка","negative",-1
"5463","ловкий","positive",1
"5464","ловкость","positive",1
"5465","ловушка","negative",-1
"5468","логика","positive",1
"5469","логическая дыра","negative",-1
